0	308.038
0	616.077
0	1540.19
0	2156.27
0	2772.35
0	3388.42
0	4004.5
0	4312.54
0	4928.62
0	5236.65
0	6160.77
0	6468.81
0	6776.85
0	7392.92
0	8317.04
0	8625.08
0	8933.12
0	9857.23
0	10473.3
0	10781.3
0	11089.4
0	11705.5
0	12321.5
0	12937.6
0	13553.7
308.038	308.038
308.038	616.077
308.038	1232.15
308.038	1540.19
308.038	1848.23
308.038	2464.31
308.038	2772.35
308.038	3080.39
308.038	3388.42
308.038	4004.5
308.038	4312.54
308.038	5544.69
308.038	6160.77
308.038	6468.81
308.038	6776.85
308.038	7084.89
308.038	8009
308.038	8625.08
308.038	8933.12
308.038	9241.16
308.038	9857.23
308.038	11705.5
308.038	12321.5
308.038	12629.6
308.038	13553.7
616.077	616.077
616.077	2156.27
616.077	2464.31
616.077	3080.39
616.077	3696.46
616.077	4312.54
616.077	4620.58
616.077	4928.62
616.077	6776.85
616.077	8317.04
616.077	8933.12
616.077	9857.23
616.077	10473.3
616.077	10781.3
616.077	11705.5
616.077	12013.5
616.077	12937.6
924.115	0
924.115	308.038
924.115	924.115
924.115	1232.15
924.115	1540.19
924.115	2464.31
924.115	2772.35
924.115	3388.42
924.115	3696.46
924.115	5236.65
924.115	6776.85
924.115	7084.89
924.115	7392.92
924.115	8009
924.115	9241.16
924.115	9857.23
924.115	10781.3
924.115	12013.5
924.115	12321.5
924.115	12629.6
924.115	13245.7
924.115	13553.7
1232.15	0
1232.15	308.038
1232.15	1540.19
1232.15	1848.23
1232.15	3388.42
1232.15	5544.69
1232.15	6160.77
1232.15	6468.81
1232.15	7084.89
1232.15	7392.92
1232.15	8009
1232.15	8625.08
1232.15	9241.16
1232.15	11089.4
1232.15	11397.4
1232.15	11705.5
1232.15	12629.6
1232.15	12937.6
1540.19	0
1540.19	1540.19
1540.19	1848.23
1540.19	2464.31
1540.19	2772.35
1540.19	3080.39
1540.19	3696.46
1540.19	4004.5
1540.19	4312.54
1540.19	4620.58
1540.19	4928.62
1540.19	5236.65
1540.19	5852.73
1540.19	6776.85
1540.19	7084.89
1540.19	7392.92
1540.19	7700.96
1540.19	8009
1540.19	8317.04
1540.19	9241.16
1540.19	9857.23
1540.19	10473.3
1540.19	11089.4
1540.19	11397.4
1540.19	12013.5
1540.19	12629.6
1540.19	12937.6
1540.19	13245.7
1540.19	13553.7
1848.23	308.038
1848.23	1232.15
1848.23	3388.42
1848.23	4004.5
1848.23	4928.62
1848.23	5236.65
1848.23	5544.69
1848.23	5852.73
1848.23	6468.81
1848.23	7084.89
1848.23	7700.96
1848.23	8317.04
1848.23	9549.19
1848.23	9857.23
1848.23	10165.3
1848.23	10473.3
1848.23	10781.3
1848.23	11705.5
1848.23	12937.6
1848.23	13245.7
1848.23	13553.7
2156.27	308.038
2156.27	616.077
2156.27	924.115
2156.27	1232.15
2156.27	1848.23
2156.27	2156.27
2156.27	2464.31
2156.27	2772.35
2156.27	3080.39
2156.27	3696.46
2156.27	4004.5
2156.27	4312.54
2156.27	4620.58
2156.27	5236.65
2156.27	5544.69
2156.27	5852.73
2156.27	6160.77
2156.27	6468.81
2156.27	6776.85
2156.27	7392.92
2156.27	8009
2156.27	8317.04
2156.27	8625.08
2156.27	9241.16
2156.27	9549.19
2156.27	9857.23
2156.27	10781.3
2156.27	11089.4
2156.27	12321.5
2156.27	12937.6
2156.27	13553.7
2464.31	0
2464.31	616.077
2464.31	1540.19
2464.31	2464.31
2464.31	3080.39
2464.31	3388.42
2464.31	3696.46
2464.31	4312.54
2464.31	4620.58
2464.31	5544.69
2464.31	6160.77
2464.31	6468.81
2464.31	6776.85
2464.31	7392.92
2464.31	8009
2464.31	8625.08
2464.31	9241.16
2464.31	9857.23
2464.31	10165.3
2464.31	10473.3
2464.31	11397.4
2464.31	12013.5
2464.31	12629.6
2464.31	12937.6
2772.35	924.115
2772.35	1232.15
2772.35	1540.19
2772.35	1848.23
2772.35	2464.31
2772.35	2772.35
2772.35	3388.42
2772.35	3696.46
2772.35	4004.5
2772.35	4620.58
2772.35	4928.62
2772.35	5236.65
2772.35	5544.69
2772.35	6160.77
2772.35	6468.81
2772.35	6776.85
2772.35	7392.92
2772.35	7700.96
2772.35	8009
2772.35	8317.04
2772.35	8933.12
2772.35	9241.16
2772.35	9549.19
2772.35	9857.23
2772.35	10781.3
2772.35	11397.4
2772.35	12013.5
2772.35	12629.6
2772.35	13245.7
3080.39	0
3080.39	308.038
3080.39	924.115
3080.39	2156.27
3080.39	2772.35
3080.39	3080.39
3080.39	3388.42
3080.39	8009
3080.39	8933.12
3080.39	9549.19
3080.39	9857.23
3080.39	10165.3
3080.39	10781.3
3080.39	11397.4
3080.39	11705.5
3080.39	12013.5
3080.39	12321.5
3080.39	12629.6
3080.39	12937.6
3388.42	308.038
3388.42	1540.19
3388.42	2156.27
3388.42	6776.85
3388.42	7084.89
3388.42	7392.92
3388.42	7700.96
3388.42	8317.04
3388.42	9241.16
3388.42	9549.19
3388.42	10473.3
3388.42	10781.3
3388.42	11397.4
3388.42	12629.6
3388.42	13553.7
3696.46	308.038
3696.46	616.077
3696.46	1540.19
3696.46	6776.85
3696.46	7392.92
3696.46	8317.04
3696.46	8625.08
3696.46	9241.16
3696.46	9549.19
3696.46	9857.23
3696.46	10165.3
3696.46	10781.3
3696.46	12629.6
3696.46	12937.6
3696.46	13245.7
3696.46	13553.7
4004.5	0
4004.5	924.115
4004.5	1848.23
4004.5	2464.31
4004.5	3388.42
4004.5	3696.46
4004.5	4312.54
4004.5	4620.58
4004.5	4928.62
4004.5	5544.69
4004.5	6468.81
4004.5	6776.85
4004.5	7084.89
4004.5	7392.92
4004.5	8317.04
4004.5	8625.08
4004.5	8933.12
4004.5	9241.16
4004.5	9857.23
4004.5	10165.3
4004.5	11089.4
4004.5	12013.5
4004.5	12629.6
4004.5	12937.6
4004.5	13553.7
4312.54	308.038
4312.54	1540.19
4312.54	1848.23
4312.54	2156.27
4312.54	2464.31
4312.54	2772.35
4312.54	3080.39
4312.54	3388.42
4312.54	3696.46
4312.54	4620.58
4312.54	5236.65
4312.54	5852.73
